A,B,C,Livre,edge_AB,edge_AC,edge_BC,check,Clé_trio,Uniques?,Family_A,Color_A,Family_B,Color_B,Family_C,Color_C
Tamarind,Coconut,Papaya,II,Coconut|Tamarind,Papaya|Tamarind,Coconut|Papaya,TRUE,Coconut|Papaya|Tamarind,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Citrussy ; Sour fruity,#f3d45b
Passionfruit,Coconut,Papaya,II,Coconut|Passionfruit,Papaya|Passionfruit,Coconut|Papaya,TRUE,Coconut|Papaya|Passionfruit,3,Sour fruity,#f7cf4c,Green & Grassy ; Light green,#a8b172,Citrussy ; Sour fruity,#f3d45b
Plum,Coconut,Lychee,II,Coconut|Plum,Lychee|Plum,Coconut|Lychee,TRUE,Coconut|Lychee|Plum,3,Prunus,#b8382f,Green & Grassy ; Light green,#a8b172,Floral fruity,#902530
Seaweed,Coconut,Lychee,II,Coconut|Seaweed,Lychee|Seaweed,Coconut|Lychee,TRUE,Coconut|Lychee|Seaweed,3,Dark green,#2f3f33,Green & Grassy ; Light green,#a8b172,Floral fruity,#902530
Vanilla,Coconut,Lychee,mixed,Coconut|Vanilla,Lychee|Vanilla,Coconut|Lychee,TRUE,Coconut|Lychee|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Floral fruity,#902530
Wholegrain Rice,Coconut,Seaweed,II,Coconut|Wholegrain Rice,Seaweed|Wholegrain Rice,Coconut|Seaweed,TRUE,Coconut|Seaweed|Wholegrain Rice,3,Caramel roasted,#e0d78f,Green & Grassy ; Light green,#a8b172,Dark green,#2f3f33
Orange,Coffee,Coriander Seed,I,Coffee|Orange,Coriander Seed|Orange,Coffee|Coriander Seed,TRUE,Coffee|Coriander Seed|Orange,3,Citrussy ; Sour fruity,#f3d45b,Green & Grassy ; Light green,#a8b172,Floral Fruity,#c64559
Goat's Cheese,Coffee,Coriander Seed,I,Coffee|Goat's Cheese,Coriander Seed|Goat's Cheese,Coffee|Coriander Seed,TRUE,Coffee|Coriander Seed|Goat's Cheese,3,Cheesy,#f7e593,Green & Grassy ; Light green,#a8b172,Floral Fruity,#c64559
Walnut,Coffee,Vanilla,I,Coffee|Walnut,Vanilla|Walnut,Coffee|Vanilla,TRUE,Coffee|Vanilla|Walnut,3,Woodland,#807641,Green & Grassy ; Light green,#a8b172,Sulphurous ; Allium,#f8dc6a
Yogurt,Coffee,Vanilla,mixed,Coffee|Yogurt,Vanilla|Yogurt,Coffee|Vanilla,TRUE,Coffee|Vanilla|Yogurt,3,Sour fruity,#f7cf4c,Green & Grassy ; Light green,#a8b172,Sulphurous ; Allium,#f8dc6a
Vanilla,Coffee,Maple Syrup,mixed,Coffee|Vanilla,Maple Syrup|Vanilla,Coffee|Maple Syrup,TRUE,Coffee|Maple Syrup|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Sweet woody,#cf6a2d
Pecan,Coffee,Maple Syrup,II,Coffee|Pecan,Maple Syrup|Pecan,Coffee|Maple Syrup,TRUE,Coffee|Maple Syrup|Pecan,3,Sweet woody,#cf6a2d,Green & Grassy ; Light green,#a8b172,Sweet woody,#cf6a2d
Yogurt,Coffee,Maple Syrup,II,Coffee|Yogurt,Maple Syrup|Yogurt,Coffee|Maple Syrup,TRUE,Coffee|Maple Syrup|Yogurt,3,Sour fruity,#f7cf4c,Green & Grassy ; Light green,#a8b172,Sweet woody,#cf6a2d
Prune,Coffee,Cranberry,II,Coffee|Prune,Cranberry|Prune,Coffee|Cranberry,TRUE,Coffee|Cranberry|Prune,3,Dried fruit,#b3514b,Green & Grassy ; Light green,#a8b172,Floral fruity,#902530
Vanilla,Coffee,Cranberry,mixed,Coffee|Vanilla,Cranberry|Vanilla,Coffee|Cranberry,TRUE,Coffee|Cranberry|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Floral fruity,#902530
Pecan,Coffee,Cranberry,II,Coffee|Pecan,Cranberry|Pecan,Coffee|Cranberry,TRUE,Coffee|Cranberry|Pecan,3,Sweet woody,#cf6a2d,Green & Grassy ; Light green,#a8b172,Floral fruity,#902530
Orange,Coffee,Cranberry,mixed,Coffee|Orange,Cranberry|Orange,Coffee|Cranberry,TRUE,Coffee|Cranberry|Orange,3,Citrussy ; Sour fruity,#f3d45b,Green & Grassy ; Light green,#a8b172,Floral fruity,#902530
Maple Syrup,Coffee,Cranberry,II,Coffee|Maple Syrup,Cranberry|Maple Syrup,Coffee|Cranberry,TRUE,Coffee|Cranberry|Maple Syrup,3,Sweet woody,#cf6a2d,Green & Grassy ; Light green,#a8b172,Floral fruity,#902530
Ginger,Coffee,Cranberry,mixed,Coffee|Ginger,Cranberry|Ginger,Coffee|Cranberry,TRUE,Coffee|Cranberry|Ginger,3,Creamy Fruity ; Creamy fruity,#f1bac6,Green & Grassy ; Light green,#a8b172,Floral fruity,#902530
Vanilla,Coffee,Sesame,mixed,Coffee|Vanilla,Sesame|Vanilla,Coffee|Sesame,TRUE,Coffee|Sesame|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Nutty milky,#bdcab1
Yogurt,Coffee,Sesame,II,Coffee|Yogurt,Sesame|Yogurt,Coffee|Sesame,TRUE,Coffee|Sesame|Yogurt,3,Sour fruity,#f7cf4c,Green & Grassy ; Light green,#a8b172,Nutty milky,#bdcab1
Vanilla,Coffee,Prune,mixed,Coffee|Vanilla,Prune|Vanilla,Coffee|Prune,TRUE,Coffee|Prune|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Dried fruit,#b3514b
Yogurt,Coffee,Prune,II,Coffee|Yogurt,Prune|Yogurt,Coffee|Prune,TRUE,Coffee|Prune|Yogurt,3,Sour fruity,#f7cf4c,Green & Grassy ; Light green,#a8b172,Dried fruit,#b3514b
Prune,Coffee,Pecan,II,Coffee|Prune,Pecan|Prune,Coffee|Pecan,TRUE,Coffee|Pecan|Prune,3,Dried fruit,#b3514b,Green & Grassy ; Light green,#a8b172,Sweet woody,#cf6a2d
Vanilla,Coffee,Pecan,mixed,Coffee|Vanilla,Pecan|Vanilla,Coffee|Pecan,TRUE,Coffee|Pecan|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Sweet woody,#cf6a2d
Walnut,Coffee,Orange,I,Coffee|Walnut,Orange|Walnut,Coffee|Orange,TRUE,Coffee|Orange|Walnut,3,Woodland,#807641,Green & Grassy ; Light green,#a8b172,Citrussy ; Sour fruity,#f3d45b
Prune,Coffee,Orange,mixed,Coffee|Prune,Orange|Prune,Coffee|Orange,TRUE,Coffee|Orange|Prune,3,Dried fruit,#b3514b,Green & Grassy ; Light green,#a8b172,Citrussy ; Sour fruity,#f3d45b
Vanilla,Coffee,Orange,I,Coffee|Vanilla,Orange|Vanilla,Coffee|Orange,TRUE,Coffee|Orange|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Citrussy ; Sour fruity,#f3d45b
Rose,Coffee,Orange,I,Coffee|Rose,Orange|Rose,Coffee|Orange,TRUE,Coffee|Orange|Rose,3,Floral Fruity,#c64557,Green & Grassy ; Light green,#a8b172,Citrussy ; Sour fruity,#f3d45b
Prune,Coffee,Fennel,II,Coffee|Prune,Fennel|Prune,Coffee|Fennel,TRUE,Coffee|Fennel|Prune,3,Dried fruit,#b3514b,Green & Grassy ; Light green,#a8b172,Light green,#65904b
Orange,Coffee,Fennel,mixed,Coffee|Orange,Fennel|Orange,Coffee|Fennel,TRUE,Coffee|Fennel|Orange,3,Citrussy ; Sour fruity,#f3d45b,Green & Grassy ; Light green,#a8b172,Light green,#65904b
Maple Syrup,Coffee,Fennel,II,Coffee|Maple Syrup,Fennel|Maple Syrup,Coffee|Fennel,TRUE,Coffee|Fennel|Maple Syrup,3,Sweet woody,#cf6a2d,Green & Grassy ; Light green,#a8b172,Light green,#65904b
Sesame,Coffee,Fennel,II,Coffee|Sesame,Fennel|Sesame,Coffee|Fennel,TRUE,Coffee|Fennel|Sesame,3,Nutty milky,#bdcab1,Green & Grassy ; Light green,#a8b172,Light green,#65904b
Vanilla,Coffee,Turmeric,mixed,Coffee|Vanilla,Turmeric|Vanilla,Coffee|Turmeric,TRUE,Coffee|Turmeric|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Sulphurous ; Allium,#f8dc6a
Vanilla,Coffee,Hazelnut,I,Coffee|Vanilla,Hazelnut|Vanilla,Coffee|Hazelnut,TRUE,Coffee|Hazelnut|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Woodland,#807642
Vanilla,Coffee,Ginger,I,Coffee|Vanilla,Ginger|Vanilla,Coffee|Ginger,TRUE,Coffee|Ginger|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Creamy Fruity ; Creamy fruity,#f1bac6
Orange,Coffee,Ginger,I,Coffee|Orange,Ginger|Orange,Coffee|Ginger,TRUE,Coffee|Ginger|Orange,3,Citrussy ; Sour fruity,#f3d45b,Green & Grassy ; Light green,#a8b172,Creamy Fruity ; Creamy fruity,#f1bac6
Sesame,Coffee,Ginger,mixed,Coffee|Sesame,Ginger|Sesame,Coffee|Ginger,TRUE,Coffee|Ginger|Sesame,3,Nutty milky,#bdcab1,Green & Grassy ; Light green,#a8b172,Creamy Fruity ; Creamy fruity,#f1bac6
Turmeric,Coffee,Ginger,mixed,Coffee|Turmeric,Ginger|Turmeric,Coffee|Ginger,TRUE,Coffee|Ginger|Turmeric,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Creamy Fruity ; Creamy fruity,#f1bac6
Walnut,Coffee,Goat's Cheese,I,Coffee|Walnut,Goat's Cheese|Walnut,Coffee|Goat's Cheese,TRUE,Coffee|Goat's Cheese|Walnut,3,Woodland,#807641,Green & Grassy ; Light green,#a8b172,Cheesy,#f7e593
Prune,Coffee,Date,II,Coffee|Prune,Date|Prune,Coffee|Date,TRUE,Coffee|Date|Prune,3,Dried fruit,#b3514b,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Vanilla,Coffee,Date,mixed,Coffee|Vanilla,Date|Vanilla,Coffee|Date,TRUE,Coffee|Date|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Pecan,Coffee,Date,II,Coffee|Pecan,Date|Pecan,Coffee|Date,TRUE,Coffee|Date|Pecan,3,Sweet woody,#cf6a2d,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Orange,Coffee,Date,mixed,Coffee|Orange,Date|Orange,Coffee|Date,TRUE,Coffee|Date|Orange,3,Citrussy ; Sour fruity,#f3d45b,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Sesame,Coffee,Date,II,Coffee|Sesame,Date|Sesame,Coffee|Date,TRUE,Coffee|Date|Sesame,3,Nutty milky,#bdcab1,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Ginger,Coffee,Date,mixed,Coffee|Ginger,Date|Ginger,Coffee|Date,TRUE,Coffee|Date|Ginger,3,Creamy Fruity ; Creamy fruity,#f1bac6,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Yogurt,Coffee,Date,II,Coffee|Yogurt,Date|Yogurt,Coffee|Date,TRUE,Coffee|Date|Yogurt,3,Sour fruity,#f7cf4c,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Lemon,Coriander Leaf,Coriander Seed,I,Coriander Leaf|Lemon,Coriander Seed|Lemon,Coriander Leaf|Coriander Seed,TRUE,Coriander Leaf|Coriander Seed|Lemon,3,Roasted ; Caramel roasted,#f2748b,Green & Grassy,#a8b168,Floral Fruity,#c64559
Goat's Cheese,Coriander Leaf,Coriander Seed,I,Coriander Leaf|Goat's Cheese,Coriander Seed|Goat's Cheese,Coriander Leaf|Coriander Seed,TRUE,Coriander Leaf|Coriander Seed|Goat's Cheese,3,Cheesy,#f7e593,Green & Grassy,#a8b168,Floral Fruity,#c64559
Pork,Coriander Leaf,Coriander Seed,I,Coriander Leaf|Pork,Coriander Seed|Pork,Coriander Leaf|Coriander Seed,TRUE,Coriander Leaf|Coriander Seed|Pork,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy,#a8b168,Floral Fruity,#c64559
Orange,Coriander Leaf,Coriander Seed,I,Coriander Leaf|Orange,Coriander Seed|Orange,Coriander Leaf|Coriander Seed,TRUE,Coriander Leaf|Coriander Seed|Orange,3,Citrussy ; Sour fruity,#f3d45b,Green & Grassy,#a8b168,Floral Fruity,#c64559
Cumin,Coriander Leaf,Coriander Seed,I,Coriander Leaf|Cumin,Coriander Seed|Cumin,Coriander Leaf|Coriander Seed,TRUE,Coriander Leaf|Coriander Seed|Cumin,3,Green & Grassy,#a8b165,Green & Grassy,#a8b168,Floral Fruity,#c64559
Garlic,Coriander Leaf,Coriander Seed,I,Coriander Leaf|Garlic,Coriander Seed|Garlic,Coriander Leaf|Coriander Seed,TRUE,Coriander Leaf|Coriander Seed|Garlic,3,Creamy Fruity ; Creamy fruity,#f1bac6,Green & Grassy,#a8b168,Floral Fruity,#c64559
White Fish,Coriander Leaf,Potato,I,Coriander Leaf|White Fish,Potato|White Fish,Coriander Leaf|Potato,TRUE,Coriander Leaf|Potato|White Fish,3,Marine,#35a8ad,Green & Grassy,#a8b168,Sulphurous ; Cruciferous,#f8dc6a
Shellfish,Coriander Leaf,Potato,I,Coriander Leaf|Shellfish,Potato|Shellfish,Coriander Leaf|Potato,TRUE,Coriander Leaf|Potato|Shellfish,3,Marine,#35a8ad,Green & Grassy,#a8b168,Sulphurous ; Cruciferous,#f8dc6a
Tomato,Coriander Leaf,Potato,I,Coriander Leaf|Tomato,Potato|Tomato,Coriander Leaf|Potato,TRUE,Coriander Leaf|Potato|Tomato,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy,#a8b168,Sulphurous ; Cruciferous,#f8dc6a
Lemon,Coriander Leaf,Cumin,I,Coriander Leaf|Lemon,Cumin|Lemon,Coriander Leaf|Cumin,TRUE,Coriander Leaf|Cumin|Lemon,3,Roasted ; Caramel roasted,#f2748b,Green & Grassy,#a8b168,Green & Grassy,#a8b165
Pork,Coriander Leaf,Cumin,I,Coriander Leaf|Pork,Cumin|Pork,Coriander Leaf|Cumin,TRUE,Coriander Leaf|Cumin|Pork,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy,#a8b168,Green & Grassy,#a8b165
Potato,Coriander Leaf,Cumin,I,Coriander Leaf|Potato,Cumin|Potato,Coriander Leaf|Cumin,TRUE,Coriander Leaf|Cumin|Potato,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy,#a8b168,Green & Grassy,#a8b165
Lime,Coriander Leaf,Cumin,I,Coriander Leaf|Lime,Cumin|Lime,Coriander Leaf|Cumin,TRUE,Coriander Leaf|Cumin|Lime,3,Nutty milky,#bdcab1,Green & Grassy,#a8b168,Green & Grassy,#a8b165
Shellfish,Coriander Leaf,Cumin,I,Coriander Leaf|Shellfish,Cumin|Shellfish,Coriander Leaf|Cumin,TRUE,Coriander Leaf|Cumin|Shellfish,3,Marine,#35a8ad,Green & Grassy,#a8b168,Green & Grassy,#a8b165
Mango,Coriander Leaf,Cumin,I,Coriander Leaf|Mango,Cumin|Mango,Coriander Leaf|Cumin,TRUE,Coriander Leaf|Cumin|Mango,3,Creamy Fruity,#f1bac7,Green & Grassy,#a8b168,Green & Grassy,#a8b165
Lamb,Coriander Leaf,Cumin,I,Coriander Leaf|Lamb,Cumin|Lamb,Coriander Leaf|Cumin,TRUE,Coriander Leaf|Cumin|Lamb,3,Roasted ; Caramel roasted,#f2748b,Green & Grassy,#a8b168,Green & Grassy,#a8b165
Mint,Coriander Leaf,Cumin,I,Coriander Leaf|Mint,Cumin|Mint,Coriander Leaf|Cumin,TRUE,Coriander Leaf|Cumin|Mint,3,Citrussy ; Zesty woody,#f3d45b,Green & Grassy,#a8b168,Green & Grassy,#a8b165
White Fish,Coriander Leaf,Mango,I,Coriander Leaf|White Fish,Mango|White Fish,Coriander Leaf|Mango,TRUE,Coriander Leaf|Mango|White Fish,3,Marine,#35a8ad,Green & Grassy,#a8b168,Creamy Fruity,#f1bac7
Orange,Coriander Leaf,Mango,I,Coriander Leaf|Orange,Mango|Orange,Coriander Leaf|Mango,TRUE,Coriander Leaf|Mango|Orange,3,Citrussy ; Sour fruity,#f3d45b,Green & Grassy,#a8b168,Creamy Fruity,#f1bac7
Shellfish,Coriander Leaf,Mango,I,Coriander Leaf|Shellfish,Mango|Shellfish,Coriander Leaf|Mango,TRUE,Coriander Leaf|Mango|Shellfish,3,Marine,#35a8ad,Green & Grassy,#a8b168,Creamy Fruity,#f1bac7
Mint,Coriander Leaf,Mango,I,Coriander Leaf|Mint,Mango|Mint,Coriander Leaf|Mango,TRUE,Coriander Leaf|Mango|Mint,3,Citrussy ; Zesty woody,#f3d45b,Green & Grassy,#a8b168,Creamy Fruity,#f1bac7
Pineapple,Coriander Leaf,Mango,I,Coriander Leaf|Pineapple,Mango|Pineapple,Coriander Leaf|Mango,TRUE,Coriander Leaf|Mango|Pineapple,3,Fresh Fruity,#f2748b,Green & Grassy,#a8b168,Creamy Fruity,#f1bac7
Watermelon,Coriander Leaf,Pork,I,Coriander Leaf|Watermelon,Pork|Watermelon,Coriander Leaf|Pork,TRUE,Coriander Leaf|Pork|Watermelon,3,Fresh Fruity,#f2748b,Green & Grassy,#a8b168,Sulphurous ; Cruciferous,#f8dc6a
Potato,Coriander Leaf,Pork,I,Coriander Leaf|Potato,Pork|Potato,Coriander Leaf|Pork,TRUE,Coriander Leaf|Pork|Potato,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy,#a8b168,Sulphurous ; Cruciferous,#f8dc6a
Shellfish,Coriander Leaf,Pork,I,Coriander Leaf|Shellfish,Pork|Shellfish,Coriander Leaf|Pork,TRUE,Coriander Leaf|Pork|Shellfish,3,Marine,#35a8ad,Green & Grassy,#a8b168,Sulphurous ; Cruciferous,#f8dc6a
Tomato,Coriander Leaf,Pork,I,Coriander Leaf|Tomato,Pork|Tomato,Coriander Leaf|Pork,TRUE,Coriander Leaf|Pork|Tomato,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy,#a8b168,Sulphurous ; Cruciferous,#f8dc6a
White Fish,Coriander Leaf,Orange,I,Coriander Leaf|White Fish,Orange|White Fish,Coriander Leaf|Orange,TRUE,Coriander Leaf|Orange|White Fish,3,Marine,#35a8ad,Green & Grassy,#a8b168,Citrussy ; Sour fruity,#f3d45b
Pineapple,Coriander Leaf,Orange,I,Coriander Leaf|Pineapple,Orange|Pineapple,Coriander Leaf|Orange,TRUE,Coriander Leaf|Orange|Pineapple,3,Fresh Fruity,#f2748b,Green & Grassy,#a8b168,Citrussy ; Sour fruity,#f3d45b
White Fish,Coriander Leaf,Shellfish,I,Coriander Leaf|White Fish,Shellfish|White Fish,Coriander Leaf|Shellfish,TRUE,Coriander Leaf|Shellfish|White Fish,3,Marine,#35a8ad,Green & Grassy,#a8b168,Marine,#35a8ad
Tomato,Coriander Leaf,Shellfish,I,Coriander Leaf|Tomato,Shellfish|Tomato,Coriander Leaf|Shellfish,TRUE,Coriander Leaf|Shellfish|Tomato,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy,#a8b168,Marine,#35a8ad
Lemon,Coriander Leaf,Lamb,I,Coriander Leaf|Lemon,Lamb|Lemon,Coriander Leaf|Lamb,TRUE,Coriander Leaf|Lamb|Lemon,3,Roasted ; Caramel roasted,#f2748b,Green & Grassy,#a8b168,Roasted ; Caramel roasted,#f2748b
Potato,Coriander Leaf,Lamb,I,Coriander Leaf|Potato,Lamb|Potato,Coriander Leaf|Lamb,TRUE,Coriander Leaf|Lamb|Potato,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy,#a8b168,Roasted ; Caramel roasted,#f2748b
Shellfish,Coriander Leaf,Lamb,I,Coriander Leaf|Shellfish,Lamb|Shellfish,Coriander Leaf|Lamb,TRUE,Coriander Leaf|Lamb|Shellfish,3,Marine,#35a8ad,Green & Grassy,#a8b168,Roasted ; Caramel roasted,#f2748b
Peanut,Coriander Leaf,Lamb,I,Coriander Leaf|Peanut,Lamb|Peanut,Coriander Leaf|Lamb,TRUE,Coriander Leaf|Lamb|Peanut,3,Roasted,#42211a,Green & Grassy,#a8b168,Roasted ; Caramel roasted,#f2748b
Mint,Coriander Leaf,Lamb,I,Coriander Leaf|Mint,Lamb|Mint,Coriander Leaf|Lamb,TRUE,Coriander Leaf|Lamb|Mint,3,Citrussy ; Zesty woody,#f3d45b,Green & Grassy,#a8b168,Roasted ; Caramel roasted,#f2748b
Tomato,Coriander Leaf,Lamb,I,Coriander Leaf|Tomato,Lamb|Tomato,Coriander Leaf|Lamb,TRUE,Coriander Leaf|Lamb|Tomato,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy,#a8b168,Roasted ; Caramel roasted,#f2748b
Watermelon,Coriander Leaf,Lime,I,Coriander Leaf|Watermelon,Lime|Watermelon,Coriander Leaf|Lime,TRUE,Coriander Leaf|Lime|Watermelon,3,Fresh Fruity,#f2748b,Green & Grassy,#a8b168,Nutty milky,#bdcab1
White Fish,Coriander Leaf,Lime,I,Coriander Leaf|White Fish,Lime|White Fish,Coriander Leaf|Lime,TRUE,Coriander Leaf|Lime|White Fish,3,Marine,#35a8ad,Green & Grassy,#a8b168,Nutty milky,#bdcab1
Orange,Coriander Leaf,Lime,I,Coriander Leaf|Orange,Lime|Orange,Coriander Leaf|Lime,TRUE,Coriander Leaf|Lime|Orange,3,Citrussy ; Sour fruity,#f3d45b,Green & Grassy,#a8b168,Nutty milky,#bdcab1
Shellfish,Coriander Leaf,Lime,I,Coriander Leaf|Shellfish,Lime|Shellfish,Coriander Leaf|Lime,TRUE,Coriander Leaf|Lime|Shellfish,3,Marine,#35a8ad,Green & Grassy,#a8b168,Nutty milky,#bdcab1
Mango,Coriander Leaf,Lime,I,Coriander Leaf|Mango,Lime|Mango,Coriander Leaf|Lime,TRUE,Coriander Leaf|Lime|Mango,3,Creamy Fruity,#f1bac7,Green & Grassy,#a8b168,Nutty milky,#bdcab1
Peanut,Coriander Leaf,Lime,I,Coriander Leaf|Peanut,Lime|Peanut,Coriander Leaf|Lime,TRUE,Coriander Leaf|Lime|Peanut,3,Roasted,#42211a,Green & Grassy,#a8b168,Nutty milky,#bdcab1
Mint,Coriander Leaf,Lime,I,Coriander Leaf|Mint,Lime|Mint,Coriander Leaf|Lime,TRUE,Coriander Leaf|Lime|Mint,3,Citrussy ; Zesty woody,#f3d45b,Green & Grassy,#a8b168,Nutty milky,#bdcab1
Tomato,Coriander Leaf,Lime,I,Coriander Leaf|Tomato,Lime|Tomato,Coriander Leaf|Lime,TRUE,Coriander Leaf|Lime|Tomato,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy,#a8b168,Nutty milky,#bdcab1
Pork,Coriander Leaf,Peanut,I,Coriander Leaf|Pork,Peanut|Pork,Coriander Leaf|Peanut,TRUE,Coriander Leaf|Peanut|Pork,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy,#a8b168,Roasted,#42211a
Potato,Coriander Leaf,Peanut,I,Coriander Leaf|Potato,Peanut|Potato,Coriander Leaf|Peanut,TRUE,Coriander Leaf|Peanut|Potato,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy,#a8b168,Roasted,#42211a
Shellfish,Coriander Leaf,Peanut,I,Coriander Leaf|Shellfish,Peanut|Shellfish,Coriander Leaf|Peanut,TRUE,Coriander Leaf|Peanut|Shellfish,3,Marine,#35a8ad,Green & Grassy,#a8b168,Roasted,#42211a
Tomato,Coriander Leaf,Peanut,I,Coriander Leaf|Tomato,Peanut|Tomato,Coriander Leaf|Peanut,TRUE,Coriander Leaf|Peanut|Tomato,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy,#a8b168,Roasted,#42211a
Parsley,Coriander Leaf,Garlic,I,Coriander Leaf|Parsley,Garlic|Parsley,Coriander Leaf|Garlic,TRUE,Coriander Leaf|Garlic|Parsley,3,Citrussy ; Sour fruity,#f3d45b,Green & Grassy,#a8b168,Creamy Fruity ; Creamy fruity,#f1bac6
Pork,Coriander Leaf,Garlic,I,Coriander Leaf|Pork,Garlic|Pork,Coriander Leaf|Garlic,TRUE,Coriander Leaf|Garlic|Pork,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy,#a8b168,Creamy Fruity ; Creamy fruity,#f1bac6
Goat's Cheese,Coriander Leaf,Garlic,I,Coriander Leaf|Goat's Cheese,Garlic|Goat's Cheese,Coriander Leaf|Garlic,TRUE,Coriander Leaf|Garlic|Goat's Cheese,3,Cheesy,#f7e593,Green & Grassy,#a8b168,Creamy Fruity ; Creamy fruity,#f1bac6
Potato,Coriander Leaf,Garlic,I,Coriander Leaf|Potato,Garlic|Potato,Coriander Leaf|Garlic,TRUE,Coriander Leaf|Garlic|Potato,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy,#a8b168,Creamy Fruity ; Creamy fruity,#f1bac6
White Fish,Coriander Leaf,Garlic,I,Coriander Leaf|White Fish,Garlic|White Fish,Coriander Leaf|Garlic,TRUE,Coriander Leaf|Garlic|White Fish,3,Marine,#35a8ad,Green & Grassy,#a8b168,Creamy Fruity ; Creamy fruity,#f1bac6
Shellfish,Coriander Leaf,Garlic,I,Coriander Leaf|Shellfish,Garlic|Shellfish,Coriander Leaf|Garlic,TRUE,Coriander Leaf|Garlic|Shellfish,3,Marine,#35a8ad,Green & Grassy,#a8b168,Creamy Fruity ; Creamy fruity,#f1bac6
Lamb,Coriander Leaf,Garlic,I,Coriander Leaf|Lamb,Garlic|Lamb,Coriander Leaf|Garlic,TRUE,Coriander Leaf|Garlic|Lamb,3,Roasted ; Caramel roasted,#f2748b,Green & Grassy,#a8b168,Creamy Fruity ; Creamy fruity,#f1bac6
Mint,Coriander Leaf,Garlic,I,Coriander Leaf|Mint,Garlic|Mint,Coriander Leaf|Garlic,TRUE,Coriander Leaf|Garlic|Mint,3,Citrussy ; Zesty woody,#f3d45b,Green & Grassy,#a8b168,Creamy Fruity ; Creamy fruity,#f1bac6
Tomato,Coriander Leaf,Garlic,I,Coriander Leaf|Tomato,Garlic|Tomato,Coriander Leaf|Garlic,TRUE,Coriander Leaf|Garlic|Tomato,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy,#a8b168,Creamy Fruity ; Creamy fruity,#f1bac6
Pork,Coriander Leaf,Pineapple,I,Coriander Leaf|Pork,Pineapple|Pork,Coriander Leaf|Pineapple,TRUE,Coriander Leaf|Pineapple|Pork,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy,#a8b168,Fresh Fruity,#f2748b
Shellfish,Coriander Leaf,Pineapple,I,Coriander Leaf|Shellfish,Pineapple|Shellfish,Coriander Leaf|Pineapple,TRUE,Coriander Leaf|Pineapple|Shellfish,3,Marine,#35a8ad,Green & Grassy,#a8b168,Fresh Fruity,#f2748b
Potato,Coriander Leaf,Parsley,I,Coriander Leaf|Potato,Parsley|Potato,Coriander Leaf|Parsley,TRUE,Coriander Leaf|Parsley|Potato,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy,#a8b168,Citrussy ; Sour fruity,#f3d45b
